brand,fuel_type,model_date,price,vehicle_engine,vehicle_transmission,KM
Suzuki,Petrol,2017,1175000,796cc,Manual,90000
Mitsubishi,Petrol,2005,1250000,1300cc,Automatic,100000
Toyota,Petrol,2016,3375000,1300cc,Automatic,89000
Suzuki,Petrol,2002,470000,1000cc,Manual,100000
Suzuki,Petrol,2015,885000,800cc,Manual,50000
Suzuki,Petrol,2019,2275000,660cc,Manual,20000
Suzuki,Petrol,2009,852000,1000cc,Manual,80000
Toyota,Petrol,2010,2325000,1800cc,Automatic,250000
Nissan,Petrol,2018,2985000,660cc,Automatic,22500
Honda,Petrol,2011,2050000,1800cc,Automatic,80000
Toyota,Petrol,2013,4050000,1500cc,Automatic,99600
Honda,Petrol,2008,1465000,1300cc,Manual,232000
Changan,Petrol,2021,2500000,1000cc,Manual,56000
Suzuki,Petrol,2005,1125000,1300cc,Manual,167000
Toyota,Petrol,2004,5500000,3000cc,Automatic,140000
Toyota,Petrol,2004,1350000,1300cc,Manual,123
Toyota,Petrol,2019,4200000,1300cc,Manual,70000
Honda,Petrol,2019,5400000,1800cc,Automatic,74000
Honda,Petrol,2016,6200000,1500cc,Automatic,48500
Toyota,Petrol,2011,2300000,1000cc,Automatic,98000
Toyota,Petrol,2020,4900000,1500cc,Automatic,22000
Toyota,Petrol,2012,13500000,4000cc,Automatic,120000
Audi,Electric,2023,30500000,cc,Automatic,10
Honda,Petrol,2022,9350000,1500cc,Automatic,3000
Audi,Electric,2022,43500000,cc,Automatic,20
Honda,Petrol,2013,2340000,1300cc,Manual,60152
Suzuki,Petrol,2011,1635000,1300cc,Manual,62000
Honda,Petrol,2023,9720000,1498cc,Automatic,10
Toyota,Petrol,2018,3475000,1000cc,Automatic,49666
Honda,Petrol,2022,9300000,1500cc,Automatic,1
Toyota,Petrol,2014,4300000,1800cc,Automatic,90000
KIA,Petrol,2019,6300000,2000cc,Automatic,58000
Toyota,Hybrid,2011,3285000,1800cc,Automatic,80315
Toyota,Petrol,2010,1950000,1000cc,Automatic,93235
Suzuki,Petrol,2015,2250000,660cc,Automatic,90000
Honda,Petrol,2006,1300000,1300cc,Manual,250000
Toyota,Petrol,2006,1650000,1000cc,Automatic,138073
Toyota,Petrol,2012,2250000,1300cc,Manual,118000
Suzuki,Petrol,2007,710000,1000cc,Manual,110000
Honda,Petrol,2014,2350000,1300cc,Automatic,71800
Toyota,Petrol,2007,1685000,1000cc,Automatic,150000
Honda,Petrol,2022,5650000,1500cc,Automatic,5400
Toyota,Petrol,2011,2270000,1300cc,Manual,150000
Daihatsu,Petrol,2001,790000,800cc,Manual,200008
Toyota,Petrol,2007,2750000,1500cc,Automatic,120000
Toyota,Petrol,1997,850000,1500cc,Manual,298000
Suzuki,Petrol,2007,1650000,660cc,Automatic,230000
Honda,Petrol,2022,4850000,1200cc,Automatic,2200
Hyundai,Petrol,2023,6500000,2000cc,Automatic,60
Suzuki,Petrol,2021,2675000,1000cc,Manual,20000
Toyota,Petrol,2010,2400000,1300cc,Manual,220000
Peugeot,Petrol,1980,1850000,1800cc,Manual,36000
Honda,Petrol,2018,4325000,1800cc,Automatic,69000
Honda,Petrol,2006,1480000,1500cc,Automatic,1
Toyota,Petrol,2005,1590000,1000cc,Automatic,250000
Mitsubishi,Petrol,2019,3050000,660cc,Automatic,56000
Suzuki,Petrol,2019,2650000,1000cc,Manual,42000
Honda,Petrol,2007,1620000,1300cc,Manual,230000
Toyota,Petrol,2019,3820000,1300cc,Manual,75000
Honda,Petrol,2009,2450000,1800cc,Automatic,157000
Toyota,Diesel,1994,1700000,2800cc,Manual,10000
Changan,Petrol,2022,2650000,1000cc,Manual,1
KIA,Petrol,2020,6650000,2000cc,Automatic,52000
Honda,Petrol,2017,4050000,1800cc,Automatic,82000
Honda,Petrol,2017,4490000,1800cc,Automatic,90000
Changan,Petrol,2021,3750000,1500cc,Automatic,6700
Toyota,Diesel,2022,12650000,2800cc,Automatic,25
KIA,Petrol,2019,3050000,1000cc,Automatic,14700
Toyota,Hybrid,2019,5500000,1500cc,Automatic,28174
Toyota,Petrol,2022,5950000,1598cc,Automatic,6450
Toyota,Petrol,1998,4600000,3400cc,Automatic,183000
Toyota,Petrol,2012,1800000,1300cc,Automatic,279186
Honda,Petrol,2000,1300000,1600cc,Automatic,5
Honda,Petrol,2020,5325000,1800cc,Automatic,10600
Suzuki,Petrol,2017,1690000,660cc,Automatic,75000
Honda,Petrol,2019,3300000,1300cc,Manual,47300
Suzuki,Petrol,2008,750000,800cc,Manual,12
Suzuki,Petrol,2021,3800000,1000cc,Automatic,22000
Toyota,Petrol,2019,3850000,1300cc,Automatic,73000
Toyota,Petrol,2013,18000000,2700cc,Automatic,65000
Daihatsu,Petrol,2000,725000,800cc,Manual,275000
Toyota,Petrol,2015,2450000,1300cc,Manual,135000
Suzuki,Petrol,1996,380000,1000cc,Manual,100000
Nissan,Petrol,1999,800000,1500cc,Manual,324000
Toyota,Petrol,1995,1445000,1500cc,Automatic,231902
Honda,Petrol,2010,2175000,1800cc,Automatic,140000
Honda,Petrol,2004,1550000,1600cc,Automatic,331000
Toyota,Petrol,2017,3350000,1600cc,Automatic,100000
Toyota,Petrol,2010,21000000,4608cc,Automatic,76000
Toyota,Petrol,2012,2900000,1600cc,Automatic,86000
Honda,Petrol,2000,1150000,1500cc,Automatic,190000
Suzuki,Petrol,2023,4895000,1200cc,Automatic,1735
Toyota,Petrol,2010,2800000,1300cc,Manual,85000
Honda,Petrol,2021,3100000,660cc,Automatic,63000
Toyota,Petrol,2007,3300000,1500cc,Automatic,99000
Honda,Petrol,2019,5900000,1500cc,Automatic,33000
Toyota,Petrol,2004,8000000,3400cc,Automatic,111000
Suzuki,Petrol,2015,1435000,1000cc,Manual,95860
Mercedes Benz,Petrol,2008,3475000,1800cc,Automatic,113000
Toyota,Diesel,2022,13500000,2800cc,Automatic,6000
Honda,Petrol,2017,3425000,1300cc,Automatic,50000
Toyota,Petrol,2022,5700000,1600cc,Automatic,5835
Toyota,Petrol,2022,6890000,1800cc,Automatic,7000
Toyota,Petrol,2003,3900000,3000cc,Automatic,89000
Honda,Petrol,2008,2150000,1600cc,Automatic,278000
Suzuki,Petrol,2009,1055000,1000cc,Manual,100000
Toyota,Hybrid,2018,5200000,1500cc,Automatic,75000
Suzuki,Petrol,1989,300000,1000cc,Manual,210180
Suzuki,Petrol,1997,470000,800cc,Manual,105000
Suzuki,Petrol,2019,1470000,800cc,Manual,52600
Toyota,Petrol,2007,1830000,1000cc,Automatic,148000
Suzuki,Petrol,2018,2100000,1000cc,Manual,43000
Toyota,Petrol,2011,15500000,2700cc,Automatic,130000
Toyota,Petrol,2020,4280000,1500cc,Automatic,39800
Honda,Petrol,2021,6300000,1500cc,Automatic,60000
Honda,Petrol,2002,1300000,2000cc,Manual,12348
Changan,Petrol,2023,4675000,1500cc,Automatic,1
Suzuki,Petrol,1990,195000,1000cc,Manual,180000
Suzuki,Petrol,1993,365000,800cc,Manual,200000
Daihatsu,Petrol,2014,1650000,660cc,Automatic,74000
Toyota,Diesel,1996,3750000,3000cc,Automatic,134000
Suzuki,Petrol,2019,3500000,1000cc,Manual,56000
Toyota,Petrol,2012,2000000,1300cc,Manual,102000
Suzuki,Petrol,2016,650000,800cc,Manual,213486
Honda,Petrol,2016,4650000,1800cc,Automatic,90000
Suzuki,Petrol,2014,1500000,1000cc,Manual,50000
Toyota,Diesel,2018,12100000,2800cc,Automatic,73000
Toyota,Petrol,2018,5275000,1800cc,Automatic,53500
Suzuki,Petrol,1997,405000,1000cc,Manual,123454
Honda,Petrol,2023,4925000,1500cc,Automatic,10
Toyota,Petrol,2001,5600000,3400cc,Automatic,130000
Toyota,Petrol,2021,96000000,4600cc,Automatic,1
Toyota,Petrol,2017,10200000,2700cc,Automatic,51000
Toyota,Diesel,2021,10500000,2800cc,Automatic,33000
Toyota,Petrol,2022,5575000,1600cc,Automatic,3500
Toyota,Hybrid,2014,10600000,2500cc,Automatic,60000
Suzuki,Petrol,2016,1900000,1300cc,Manual,66000
Honda,Hybrid,2017,6200000,1500cc,Automatic,55000
Suzuki,Petrol,2022,2870000,1000cc,Manual,13500
Daihatsu,Petrol,2016,1950000,660cc,Automatic,74564
Toyota,Petrol,2018,34000000,2700cc,Automatic,13000
Toyota,Petrol,2005,1400000,1600cc,Manual,135000
Toyota,Petrol,2005,8500000,2700cc,Automatic,88300
Toyota,Petrol,2009,3350000,1800cc,Automatic,80000
Honda,Petrol,2011,2350000,1800cc,Automatic,89250
Honda,Petrol,2014,2350000,1300cc,Manual,110000
Toyota,Petrol,2007,1600000,1000cc,Automatic,1
Honda,Petrol,2019,3350000,1300cc,Manual,57000
Honda,Petrol,2005,1325000,1600cc,Automatic,152000
Toyota,Petrol,2008,1850000,1300cc,Manual,180000
Toyota,Petrol,2006,1680000,1800cc,Manual,124578
Toyota,Petrol,2013,2400000,1300cc,Manual,127000
Suzuki,Petrol,2011,895000,800cc,Manual,77188
Toyota,Petrol,2021,4100000,1300cc,Automatic,34700
Suzuki,Petrol,2015,2100000,660cc,Automatic,60000
Toyota,Petrol,2013,2650000,1300cc,Manual,108366
Mitsubishi,Petrol,1995,859000,660cc,Automatic,144000
Suzuki,Petrol,2022,2520000,660cc,Manual,13000
Suzuki,Petrol,2019,2125000,1000cc,Manual,55000
Toyota,Petrol,2013,2930000,1600cc,Automatic,131210
Suzuki,Petrol,2021,2300000,660cc,Manual,16000
Toyota,Petrol,2022,5950000,1600cc,Automatic,3500
Suzuki,Petrol,1993,360000,800cc,Manual,6969
Daihatsu,Petrol,2013,1880000,660cc,Automatic,70000
Toyota,Petrol,2017,3990000,1600cc,Automatic,120000
Honda,Petrol,2010,5450000,2400cc,Automatic,56000
Toyota,Diesel,2021,11300000,2800cc,Automatic,21000
Toyota,Petrol,2009,18900000,4000cc,Automatic,72000
KIA,Petrol,2021,7390000,2000cc,Automatic,12297
Proton,Petrol,2021,3050000,1300cc,Automatic,22000
Suzuki,Petrol,2015,1940000,1300cc,Manual,180000
Honda,Petrol,2016,2825000,1300cc,Manual,116000
Honda,Petrol,2011,2685000,1800cc,Automatic,83000
Suzuki,Petrol,2017,1850000,1000cc,Manual,68000
Toyota,Petrol,2005,3250000,2500cc,Automatic,240000
Suzuki,Petrol,2021,2550000,1000cc,Manual,23000
Suzuki,Petrol,2006,650000,1000cc,Manual,120000
Toyota,Petrol,2010,2250000,1300cc,Manual,130000
Toyota,Petrol,2007,1660000,1000cc,Automatic,141000
Toyota,Petrol,2022,6000000,1600cc,Automatic,8100
Honda,Petrol,2022,5050000,1500cc,Automatic,15000
Toyota,Petrol,2018,460000,1600cc,Automatic,14000
Honda,Petrol,2004,1390000,1600cc,Automatic,123
Suzuki,Petrol,2007,870000,1000cc,Manual,1
Audi,Petrol,2018,7400000,1400cc,Automatic,32300
Suzuki,Petrol,2019,2000000,660cc,Manual,27000
Toyota,Petrol,2012,1820000,1300cc,Manual,100000
Honda,Petrol,2018,4450000,1800cc,Automatic,57000
Suzuki,Petrol,2014,953000,800cc,Manual,1180
Suzuki,Petrol,2012,1685000,660cc,Automatic,140000
Toyota,Petrol,2012,2550000,1300cc,Manual,125000
Toyota,Petrol,2010,2090000,1300cc,Manual,150000
Toyota,Petrol,2022,6500000,1600cc,Automatic,1
Changan,Petrol,2022,2650000,1000cc,Manual,1
Honda,Petrol,2019,3495000,660cc,Automatic,23000
Toyota,Petrol,2005,4000000,2500cc,Automatic,120000
Honda,Hybrid,2015,3645000,1500cc,Automatic,88000
Toyota,Petrol,2017,4200000,1800cc,Automatic,90000
Toyota,Petrol,2020,4800000,1600cc,Automatic,44000
Suzuki,Petrol,2015,1420000,1000cc,Manual,27000
Toyota,Petrol,2017,3750000,1300cc,Manual,73000
KIA,Petrol,2023,8200000,2000cc,Automatic,30
Toyota,Diesel,2018,12000000,2800cc,Automatic,85000
Honda,Petrol,2023,9500000,1498cc,Automatic,1
Suzuki,Petrol,2022,2725000,660cc,Manual,80
Toyota,Diesel,2023,18800000,2800cc,Automatic,20
Toyota,Petrol,2002,6300000,4663cc,Automatic,142000
Toyota,Petrol,2019,4000000,1000cc,Automatic,35000
Toyota,Hybrid,2017,8350000,1800cc,Automatic,57000
Honda,Petrol,2018,8000000,1500cc,Automatic,55000
Toyota,Petrol,2016,5300000,1500cc,Automatic,56000
Toyota,Petrol,2003,2050000,2400cc,Automatic,108000
Mercedes Benz,Petrol,2012,7200000,1800cc,Automatic,81000
Suzuki,Petrol,2021,2650000,660cc,Automatic,11000
Honda,Hybrid,2014,4250000,1500cc,Automatic,170000
Suzuki,Petrol,2017,950000,800cc,Manual,59000
Suzuki,Petrol,2011,2000000,1300cc,Manual,75000
Toyota,Petrol,2017,3850000,1600cc,Automatic,100000
MG,Petrol,2020,6300000,1500cc,Automatic,35000
Toyota,Diesel,2018,12000000,2800cc,Automatic,83000
Toyota,Petrol,2010,2375000,1800cc,Manual,112000
Mercedes Benz,Petrol,2006,7200000,3500cc,Automatic,52000
Daihatsu,Petrol,2014,2500000,660cc,Automatic,1000000
Suzuki,Petrol,2011,650000,800cc,Manual,199000
Daihatsu,Petrol,2020,3200000,660cc,Automatic,40000
Toyota,Petrol,2013,2500000,1300cc,Manual,140300
Suzuki,Petrol,2006,680000,1000cc,Manual,2
Suzuki,Petrol,2008,1125000,1000cc,Manual,115000
Toyota,Petrol,2008,190000,1000cc,Automatic,55000
Changan,Petrol,2021,2400000,1000cc,Manual,21000
Toyota,Petrol,2007,2550000,1500cc,Automatic,110000
KIA,Petrol,2023,8300000,1999cc,Automatic,155
Suzuki,Petrol,2008,825000,1000cc,Manual,198000
Suzuki,Petrol,2005,870000,1000cc,Manual,102000
Suzuki,Petrol,2018,2300000,1000cc,Manual,165000
Suzuki,Petrol,2008,650000,800cc,Manual,165000
Suzuki,Petrol,2005,1050000,1300cc,Manual,105000
Honda,Petrol,2017,7000000,1500cc,Automatic,49000
Toyota,Hybrid,2013,3375000,1500cc,Automatic,135635
Suzuki,Petrol,2021,3400000,1000cc,Automatic,35000
Toyota,Diesel,2022,16200000,2800cc,Automatic,22000
Toyota,Petrol,2023,7650000,1800cc,Automatic,5
Toyota,Petrol,2020,3925000,1500cc,Automatic,54000
Toyota,Petrol,2023,6500000,1600cc,Automatic,38
Honda,Petrol,2017,4250000,1800cc,Automatic,45000
Hyundai,Petrol,2023,6465000,2000cc,Automatic,1
Suzuki,Petrol,2023,3020000,1000cc,Manual,10
Toyota,Petrol,2013,8250000,4000cc,Automatic,82000
Toyota,Petrol,2008,3150000,1500cc,Automatic,180000
Audi,Petrol,2018,6900000,1200cc,Automatic,82000
Toyota,Petrol,2015,2730000,1300cc,Manual,70000
Suzuki,Petrol,2011,900000,800cc,Manual,140000
Toyota,Petrol,2023,7900000,1800cc,Automatic,10
Honda,Petrol,2013,2880000,1800cc,Automatic,89000
Suzuki,Petrol,2021,2250000,660cc,Manual,28000
Suzuki,Petrol,2017,2520000,1000cc,Manual,8500
Suzuki,Petrol,2022,2650000,660cc,Manual,3800
Honda,Petrol,2015,2875000,1300cc,Automatic,61000
Suzuki,Petrol,2008,740000,1000cc,Manual,44000
Toyota,Petrol,2008,2080000,1000cc,Automatic,75
Toyota,Petrol,2021,5500000,1598cc,Automatic,29000
Toyota,Petrol,2014,2775000,1600cc,Automatic,148000
MINI,Petrol,2004,4250000,1600cc,Manual,110000
Toyota,Petrol,2020,5600000,1000cc,Automatic,23000
Toyota,Petrol,2008,1690000,1300cc,Automatic,130000
Toyota,Petrol,2019,3000000,1300cc,Manual,76000
Toyota,Petrol,2018,3950000,1000cc,Automatic,42000
Toyota,Petrol,2004,1400000,1000cc,Automatic,87000
Toyota,Petrol,2010,2100000,1300cc,Manual,79000
Suzuki,Petrol,2017,1165000,800cc,Manual,51500
Toyota,Petrol,2010,2300000,1300cc,Manual,75000
MG,Petrol,2021,7080000,1500cc,Automatic,15200
Suzuki,Petrol,2019,2150000,1000cc,Manual,55000
Daihatsu,Petrol,2019,3600000,660cc,Automatic,24000
Honda,Petrol,2016,3000000,1300cc,Manual,70000
Mitsubishi,Petrol,2017,13200000,3500cc,Automatic,27000
Mercedes Benz,Petrol,2010,17500000,3500cc,Automatic,98000
Toyota,Petrol,2023,6650000,1600cc,Automatic,43
Suzuki,Petrol,2022,3025000,660cc,Automatic,8400
Toyota,Petrol,2022,7200000,1800cc,Automatic,5000
Toyota,Hybrid,2018,9400000,1800cc,Automatic,71000
Honda,Petrol,2020,3750000,1300cc,Automatic,56000
Toyota,Petrol,2015,6900000,2700cc,Automatic,81000
Suzuki,Petrol,2008,590000,800cc,Manual,15
Suzuki,Petrol,2011,1350000,1000cc,Manual,110000
Mitsubishi,Petrol,2006,1000000,1300cc,Automatic,100000
KIA,Petrol,2022,7300000,2000cc,Automatic,10
Suzuki,Petrol,2007,589000,800cc,Manual,1000000
Suzuki,Petrol,2011,1025000,1000cc,Manual,85885
Toyota,Petrol,2009,1750000,1300cc,Manual,140000
Hyundai,Petrol,2005,975000,1000cc,Manual,111
Toyota,Petrol,2019,3945000,1300cc,Automatic,49000
Suzuki,Petrol,2018,1450000,800cc,Manual,24000
Suzuki,Petrol,2007,800000,1000cc,Manual,83000
Daihatsu,Petrol,2015,2100000,660cc,Automatic,94000
KIA,Petrol,2020,2600000,1000cc,Manual,64300
Toyota,Petrol,2018,4325000,1600cc,Automatic,110000
Toyota,Petrol,2019,4140000,1300cc,Manual,23000
Toyota,Petrol,2018,8000000,1500cc,Automatic,49000
Honda,Petrol,2022,7750000,1500cc,Automatic,40000
Toyota,Petrol,2019,4600000,1300cc,Manual,43000
Toyota,Petrol,2011,2450000,1000cc,Automatic,200000
Toyota,Petrol,2007,2495000,1800cc,Automatic,175000
Toyota,Petrol,2012,2350000,1300cc,Manual,103333
Suzuki,Petrol,2006,760000,1000cc,Manual,100000
Toyota,Petrol,2006,2300000,1800cc,Automatic,176000
Hyundai,Petrol,2007,830000,1000cc,Manual,99000
Suzuki,Petrol,2007,800000,1000cc,Manual,83000
Toyota,Petrol,1993,880000,1300cc,Manual,180000
Honda,Petrol,2016,5000000,1500cc,Automatic,100000
Toyota,Petrol,2018,6450000,1500cc,Automatic,80000
Toyota,Petrol,2017,3720000,1000cc,Automatic,145000
Toyota,Petrol,2019,4120000,1300cc,Automatic,61000
Mercedes Benz,Petrol,2012,9500000,1794cc,Automatic,47000
Honda,Hybrid,2021,14600000,1500cc,Automatic,100
Toyota,Petrol,2022,110000000,4600cc,Automatic,20
Honda,Petrol,2018,4200000,1800cc,Automatic,58107
Honda,Petrol,2023,9500000,1500cc,Automatic,1
Toyota,Petrol,1999,1600000,1300cc,Manual,120000
Suzuki,Petrol,2022,2780000,660cc,Automatic,365
Mitsubishi,Petrol,2014,1450000,660cc,Automatic,98000
Suzuki,Petrol,2018,1750000,660cc,Automatic,140000
Honda,Petrol,2016,6600000,1500cc,Automatic,40000
Toyota,Petrol,2018,3350000,1300cc,Automatic,65000
Daihatsu,Petrol,2018,3150000,660cc,Automatic,35000
Toyota,Diesel,2021,10500000,2800cc,Automatic,29000
Hyundai,Petrol,2003,820000,800cc,Manual,252
Suzuki,Petrol,2016,1725000,1000cc,Manual,68000
Honda,Hybrid,2012,3300000,1500cc,Automatic,128000
Toyota,Petrol,2017,6000000,2000cc,Automatic,50000
Suzuki,Petrol,2006,550000,800cc,Manual,86795
Toyota,Petrol,2020,4600000,1600cc,Automatic,50000
Toyota,Petrol,2010,2150000,1300cc,Manual,120000
Honda,Petrol,2019,5200000,1800cc,Automatic,70000
Daihatsu,Petrol,2016,2050000,660cc,Automatic,79000
Honda,Petrol,2005,1600000,1300cc,Manual,150000
Toyota,Petrol,2019,4000000,1000cc,Automatic,45000
Suzuki,Petrol,2017,1235000,800cc,Manual,10000
Toyota,Petrol,2017,3780000,1600cc,Automatic,97000
Honda,Petrol,2023,7475000,1500cc,Automatic,199
Suzuki,Petrol,2015,1575000,1300cc,Manual,72100
Suzuki,Petrol,2011,1325000,1300cc,Manual,75000
Honda,Petrol,2023,7500000,1500cc,Automatic,1
Honda,Petrol,2022,7880000,1500cc,Automatic,2600
Honda,Petrol,2022,8000000,1500cc,Automatic,3500
Toyota,Petrol,2022,6400000,1600cc,Automatic,1300
KIA,Petrol,2022,3350000,1000cc,Automatic,147
Honda,Petrol,2010,2150000,1800cc,Manual,295000
Toyota,Diesel,2006,1650000,2000cc,Manual,444489
Honda,Petrol,2018,4650000,1800cc,Automatic,52000
Toyota,Petrol,2011,4550000,1800cc,Automatic,180000
Toyota,Diesel,1992,4200000,4200cc,Manual,450000
Toyota,Petrol,2013,2275000,1300cc,Manual,88000
Toyota,Diesel,2006,2800000,2000cc,Manual,120000
Toyota,Petrol,2019,4050000,1300cc,Manual,52000
Suzuki,Petrol,1994,310000,1300cc,Manual,100000
Toyota,Petrol,2008,2300000,1500cc,Automatic,300046
Toyota,Hybrid,2017,7800000,1800cc,Automatic,114500
Toyota,Petrol,2010,2500000,1300cc,Manual,121000
Nissan,Petrol,2012,1330000,1300cc,Automatic,127000
Suzuki,Petrol,2021,2275000,660cc,Manual,55000
Toyota,Petrol,2016,3300000,1300cc,Manual,109000
Suzuki,Petrol,2022,2595000,660cc,Manual,6510
Suzuki,Petrol,2008,780000,800cc,Manual,63000
Honda,Hybrid,2014,3190000,1500cc,Automatic,140000
Toyota,Diesel,2021,12300000,2800cc,Automatic,11500
Honda,Petrol,2018,3450000,1300cc,Automatic,99500
Honda,Petrol,2021,4050000,1300cc,Automatic,14000
Hyundai,Petrol,2023,8050000,2000cc,Automatic,5
Toyota,Petrol,2003,1450000,1600cc,Automatic,145000
Changan,Petrol,2022,8500000,1500cc,Automatic,8000
Suzuki,Petrol,2015,1890000,660cc,Automatic,77200
Nissan,Petrol,2006,1650000,1500cc,Automatic,75000
Mitsubishi,Diesel,2001,2950000,2800cc,Manual,149000
Toyota,Petrol,2019,4700000,1600cc,Automatic,78000
Toyota,Petrol,2021,5300000,1600cc,Automatic,27500
Honda,Petrol,2015,2430000,1300cc,Manual,116000
Honda,Petrol,2013,2375000,1300cc,Automatic,100000
Honda,Petrol,2021,6790000,1500cc,Automatic,60000
Proton,Petrol,2022,3000000,1299cc,Automatic,30000
Toyota,Petrol,2012,4000000,1500cc,Automatic,114000
Nissan,Hybrid,2020,3800000,660cc,Automatic,9500
Toyota,Petrol,2020,4000000,1000cc,Automatic,9000
Toyota,Petrol,2020,5650000,1800cc,Automatic,41000
Honda,Petrol,2018,5100000,1800cc,Automatic,64500
Toyota,Petrol,2022,5975000,1600cc,Automatic,2000
Toyota,Petrol,2005,1450000,1300cc,Manual,223000
Daihatsu,Petrol,2011,1690000,660cc,Automatic,90000
Hyundai,Petrol,2023,8590000,2000cc,Automatic,2
Honda,Petrol,2012,2260000,1800cc,Automatic,183000
Toyota,Petrol,2008,1470000,1300cc,Manual,200000
KIA,Petrol,2021,2800000,1000cc,Automatic,9500
Suzuki,Petrol,2014,1700000,1300cc,Manual,145000
Suzuki,Petrol,2021,3350000,1000cc,Manual,40829
Suzuki,Petrol,2022,2500000,660cc,Manual,16000
Toyota,Petrol,2010,1825000,1000cc,Automatic,140000
Honda,Petrol,2013,2430000,1300cc,Manual,96500
Suzuki,Petrol,2022,3075000,660cc,Automatic,250
Honda,Petrol,2019,3850000,1500cc,Automatic,62000
Changan,Petrol,2022,8575000,1500cc,Automatic,5000
Honda,Petrol,2013,2625000,1500cc,Automatic,83258
Toyota,Petrol,2017,10400000,2700cc,Automatic,70000
Toyota,Petrol,2022,6000000,1600cc,Automatic,10800
Honda,Petrol,2014,4200000,1500cc,Automatic,60184
Toyota,Petrol,2011,2450000,1000cc,Automatic,107000
Toyota,Petrol,2007,2500000,1500cc,Automatic,200000
Honda,Petrol,2020,3650000,1300cc,Automatic,50000
Honda,Petrol,2023,4980000,1500cc,Automatic,240
Suzuki,Petrol,2011,1500000,1300cc,Manual,130
Toyota,Petrol,2015,2385000,1300cc,Manual,125000
Suzuki,Petrol,2022,4750000,1200cc,Automatic,3000
Suzuki,Petrol,2019,2250000,1300cc,Manual,41500
Honda,Petrol,2022,8700000,1500cc,Automatic,30
Mercedes Benz,Petrol,2002,3100000,2800cc,Automatic,90000
Toyota,Petrol,2010,2000000,1000cc,Automatic,230928
Hyundai,Petrol,2022,7700000,2000cc,Automatic,20687
Toyota,Petrol,2015,7200000,2700cc,Automatic,130000
Toyota,Petrol,2012,2075000,1300cc,Manual,100000
Suzuki,Petrol,2019,2950000,1000cc,Manual,52000
Toyota,Petrol,2012,2385000,1300cc,Manual,120000
Toyota,Petrol,2014,5200000,1800cc,Automatic,100355
Toyota,Petrol,2020,3650000,1000cc,Automatic,48000
Audi,Petrol,2015,6800000,1800cc,Automatic,38500
Honda,Petrol,2016,2999999,1300cc,Manual,56000
Suzuki,Petrol,1990,250000,800cc,Manual,29999
Toyota,Petrol,2005,7000000,2700cc,Automatic,100000
Suzuki,Petrol,2021,2060000,660cc,Manual,50000
Daihatsu,Petrol,2009,800000,800cc,Manual,100000
Toyota,Petrol,2005,1680000,1300cc,Manual,150000
Suzuki,Petrol,2007,680000,1000cc,Manual,165700
Nissan,Petrol,1985,250000,1000cc,Manual,12
Suzuki,Petrol,2005,980000,1000cc,Manual,160000
Toyota,Petrol,2021,4375000,1300cc,Automatic,28000
Toyota,Petrol,2021,12000000,2700cc,Automatic,22000
Toyota,Petrol,2002,2200000,2500cc,Automatic,130000
Daihatsu,Petrol,2013,1450000,660cc,Automatic,137223
Toyota,Petrol,2006,1780000,1300cc,Manual,842586
Suzuki,Petrol,2006,535000,800cc,Manual,2580
Toyota,Diesel,2021,11200000,2800cc,Automatic,17618
Honda,Petrol,2023,4800000,1200cc,Automatic,25
Toyota,Petrol,2010,1850000,1300cc,Manual,124600
Honda,Petrol,2023,9600000,1498cc,Automatic,10
Toyota,Petrol,2000,1500000,1500cc,Automatic,143000
Toyota,Petrol,1999,5050000,2700cc,Automatic,152080
Toyota,Petrol,2020,6100000,1800cc,Automatic,9000
Honda,Petrol,2018,4850000,1800cc,Automatic,57000
Suzuki,Petrol,2021,3490000,1000cc,Automatic,45000
Toyota,Petrol,1999,800000,1300cc,Manual,10101
Toyota,Petrol,2018,3375000,1000cc,Automatic,7000
Toyota,Petrol,2021,15500000,2700cc,Automatic,13000
Suzuki,Petrol,2021,2750000,1300cc,Manual,32000
Toyota,Petrol,2016,3500000,1300cc,Automatic,130000
Suzuki,Petrol,2018,5150000,660cc,Automatic,105000
Daihatsu,Petrol,2018,3120000,660cc,Automatic,54566
Honda,Petrol,2013,3050000,1800cc,Automatic,91000
Daihatsu,Petrol,2019,3650000,660cc,Automatic,77450
Toyota,Petrol,2022,6000000,1600cc,Automatic,17000
Suzuki,Petrol,2022,2630000,660cc,Manual,3500
Toyota,Petrol,2023,6375000,1600cc,Automatic,5
Toyota,Petrol,2023,6375000,1600cc,Automatic,5
Suzuki,Petrol,2013,1360000,1000cc,Manual,138000
Suzuki,Petrol,2015,790000,800cc,Manual,5
Honda,Petrol,2019,5450000,1800cc,Automatic,600000
Toyota,Petrol,2022,7500000,1800cc,Automatic,2500
Toyota,Diesel,2019,9000000,2800cc,Automatic,52000
Suzuki,Petrol,2010,1000000,1000cc,Manual,90609
Volkswagen,Petrol,1980,900000,1200cc,Manual,80000
Suzuki,Petrol,2017,1155000,800cc,Manual,100000
Honda,Petrol,2015,2850000,1300cc,Manual,95000
Suzuki,Petrol,2017,2350000,1000cc,Manual,86000
Toyota,Petrol,2013,2320000,1000cc,Automatic,106000
Daihatsu,Petrol,2011,1040000,660cc,Automatic,105000
Toyota,Petrol,2019,5400000,1800cc,Automatic,46000
Honda,Petrol,2021,6400000,1800cc,Automatic,16000
