brand,currency,description,fuel_type,item_condition,manufacturer,mileage_from_odometer,model_date,price,vehicle_engine,vehicle_transmission
KIA,PKR,KIA Sportage 2022 for sale in Lahore,Petrol,used,KIA,10 km,2022,7300000,2000cc,Automatic
Suzuki,PKR,Suzuki Mehran 2007 for sale in Islamabad,Petrol,used,Suzuki,"1,000,000 km",2007,589000,800cc,Manual
Suzuki,PKR,Suzuki Cultus 2011 for sale in Karachi,Petrol,used,Suzuki,"85,885 km",2011,1025000,1000cc,Manual
Toyota,PKR,Toyota Corolla 2009 for sale in Karachi,Petrol,used,Toyota,"140,000 km",2009,1750000,1300cc,Manual
Hyundai,PKR,Hyundai Santro 2005 for sale in Faisalabad,Petrol,used,Hyundai,111 km,2005,975000,1000cc,Manual
Toyota,PKR,Toyota Corolla 2019 for sale in Gujranwala,Petrol,used,Toyota,"49,000 km",2019,3945000,1300cc,Automatic
Suzuki,PKR,Suzuki Mehran 2018 for sale in Mansehra,Petrol,used,Suzuki,"24,000 km",2018,1450000,800cc,Manual
Suzuki,PKR,Suzuki Cultus 2007 for sale in Karachi,Petrol,used,Suzuki,"83,000 km",2007,800000,1000cc,Manual
Daihatsu,PKR,Daihatsu Mira Cocoa 2015 for sale in Karachi,Petrol,used,Daihatsu,"94,000 km",2015,2100000,660cc,Automatic
KIA,PKR,KIA Picanto 2020 for sale in Islamabad,Petrol,used,KIA,"64,300 km",2020,2600000,1000cc,Manual
Toyota,PKR,Toyota Corolla 2018 for sale in Lahore,Petrol,used,Toyota,"110,000 km",2018,4325000,1600cc,Automatic
Toyota,PKR,Toyota Corolla 2019 for sale in Islamabad,Petrol,used,Toyota,"23,000 km",2019,4140000,1300cc,Manual
Toyota,PKR,Toyota Premio 2018 for sale in Hyderabad,Petrol,used,Toyota,"49,000 km",2018,8000000,1500cc,Automatic
Honda,PKR,Honda Civic 2022 for sale in Peshawar,Petrol,used,Honda,"40,000 km",2022,7750000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2019 for sale in Gilgit,Petrol,used,Toyota,"43,000 km",2019,4600000,1300cc,Manual
Toyota,PKR,Toyota Vitz 2011 for sale in Peshawar,Petrol,used,Toyota,"200,000 km",2011,2450000,1000cc,Automatic
Toyota,PKR,Toyota Corolla Fielder 2007 for sale in Rawalpindi,Petrol,used,Toyota,"175,000 km",2007,2495000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2012 for sale in Mandi bahauddin,Petrol,used,Toyota,"103,333 km",2012,2350000,1300cc,Manual
Suzuki,PKR,Suzuki Cultus 2006 for sale in Karachi,Petrol,used,Suzuki,"100,000 km",2006,760000,1000cc,Manual
Toyota,PKR,Toyota Premio 2006 for sale in Karachi,Petrol,used,Toyota,"176,000 km",2006,2300000,1800cc,Automatic
Hyundai,PKR,Hyundai Santro 2007 for sale in Multan,Petrol,used,Hyundai,"99,000 km",2007,830000,1000cc,Manual
Suzuki,PKR,Suzuki Cultus 2007 for sale in Karachi,Petrol,used,Suzuki,"83,000 km",2007,800000,1000cc,Manual
Toyota,PKR,Toyota Corolla 1993 for sale in Peshawar,Petrol,used,Toyota,"180,000 km",1993,880000,1300cc,Manual
Honda,PKR,Honda Civic 2016 for sale in Lahore,Petrol,used,Honda,"100,000 km",2016,5000000,1500cc,Automatic
Toyota,PKR,Toyota Corolla Fielder 2018 for sale in Peshawar,Petrol,used,Toyota,"80,000 km",2018,6450000,1500cc,Automatic
Toyota,PKR,Toyota Vitz 2017 for sale in Peshawar,Petrol,used,Toyota,"145,000 km",2017,3720000,1000cc,Automatic
Toyota,PKR,Toyota Corolla 2019 for sale in Peshawar,Petrol,used,Toyota,"61,000 km",2019,4120000,1300cc,Automatic
Mercedes Benz,PKR,Mercedes Benz E Class 2012 for sale in Lahore,Petrol,used,Mercedes Benz,"47,000 km",2012,9500000,1794cc,Automatic
Honda,PKR,Honda Vezel 2021 for sale in Lahore,Hybrid,used,Honda,100 km,2021,14600000,1500cc,Automatic
Toyota,PKR,Toyota Land Cruiser 2022 for sale in Lahore,Petrol,used,Toyota,20 km,2022,110000000,4600cc,Automatic
Honda,PKR,Honda Civic 2018 for sale in Karachi,Petrol,used,Honda,"58,107 km",2018,4200000,1800cc,Automatic
Honda,PKR,Honda Civic 2023 for sale in Lahore,Petrol,used,Honda,1 km,2023,9500000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 1999 for sale in Mardan,Petrol,used,Toyota,"120,000 km",1999,1600000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Karachi,Petrol,used,Suzuki,365 km,2022,2780000,660cc,Automatic
Mitsubishi,PKR,Mitsubishi Ek Wagon 2014 for sale in Faisalabad,Petrol,used,Mitsubishi,"98,000 km",2014,1450000,660cc,Automatic
Suzuki,PKR,Suzuki Every 2018 for sale in Rawalpindi,Petrol,used,Suzuki,"140,000 km",2018,1750000,660cc,Automatic
Honda,PKR,Honda Vezel 2016 for sale in Swabi,Petrol,used,Honda,"40,000 km",2016,6600000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2018 for sale in Karachi,Petrol,used,Toyota,"65,000 km",2018,3350000,1300cc,Automatic
Daihatsu,PKR,Daihatsu Mira 2018 for sale in Karachi,Petrol,used,Daihatsu,"35,000 km",2018,3150000,660cc,Automatic
Toyota,PKR,Toyota Hilux 2021 for sale in Karachi,Diesel,used,Toyota,"29,000 km",2021,10500000,2800cc,Automatic
Hyundai,PKR,Hyundai Santro 2003 for sale in Rawalpindi,Petrol,used,Hyundai,252 km,2003,820000,800cc,Manual
Suzuki,PKR,Suzuki Wagon R 2016 for sale in Bahawalpur,Petrol,used,Suzuki,"68,000 km",2016,1725000,1000cc,Manual
Honda,PKR,Honda Insight Exclusive 2012 for sale in Peshawar,Hybrid,used,Honda,"128,000 km",2012,3300000,1500cc,Automatic
Toyota,PKR,Toyota Hiace 2017 for sale in Sara-E-Alamgir,Petrol,used,Toyota,"50,000 km",2017,6000000,2000cc,Automatic
Suzuki,PKR,Suzuki Mehran 2006 for sale in Rawalpindi,Petrol,used,Suzuki,"86,795 km",2006,550000,800cc,Manual
Toyota,PKR,Toyota Corolla 2020 for sale in Karachi,Petrol,used,Toyota,"50,000 km",2020,4600000,1600cc,Automatic
Toyota,PKR,Toyota Corolla 2010 for sale in Charsadda,Petrol,used,Toyota,"120,000 km",2010,2150000,1300cc,Manual
Honda,PKR,Honda Civic 2019 for sale in Gujrat,Petrol,used,Honda,"70,000 km",2019,5200000,1800cc,Automatic
Daihatsu,PKR,Daihatsu Mira 2016 for sale in Hyderabad,Petrol,used,Daihatsu,"79,000 km",2016,2050000,660cc,Automatic
Honda,PKR,Honda City 2005 for sale in Faisalabad,Petrol,used,Honda,"150,000 km",2005,1600000,1300cc,Manual
Toyota,PKR,Toyota Passo 2019 for sale in Rawalpindi,Petrol,used,Toyota,"45,000 km",2019,4000000,1000cc,Automatic
Suzuki,PKR,Suzuki Mehran 2017 for sale in Swat,Petrol,used,Suzuki,"10,000 km",2017,1235000,800cc,Manual
Toyota,PKR,Toyota Corolla 2017 for sale in Dudial,Petrol,used,Toyota,"97,000 km",2017,3780000,1600cc,Automatic
Honda,PKR,Honda HR-V 2023 for sale in Lahore,Petrol,used,Honda,199 km,2023,7475000,1500cc,Automatic
Suzuki,PKR,Suzuki Swift 2015 for sale in Karachi,Petrol,used,Suzuki,"72,100 km",2015,1575000,1300cc,Manual
Suzuki,PKR,Suzuki Swift 2011 for sale in Quetta,Petrol,used,Suzuki,"75,000 km",2011,1325000,1300cc,Manual
Honda,PKR,Honda HR-V 2023 for sale in Lahore,Petrol,used,Honda,1 km,2023,7500000,1500cc,Automatic
Honda,PKR,Honda Civic 2022 for sale in Islamabad,Petrol,used,Honda,"2,600 km",2022,7880000,1500cc,Automatic
Honda,PKR,Honda Civic 2022 for sale in Islamabad,Petrol,used,Honda,"3,500 km",2022,8000000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2022 for sale in Karachi,Petrol,used,Toyota,"1,300 km",2022,6400000,1600cc,Automatic
KIA,PKR,KIA Picanto 2022 for sale in Islamabad,Petrol,used,KIA,147 km,2022,3350000,1000cc,Automatic
Honda,PKR,Honda Civic 2010 for sale in Gujrat,Petrol,used,Honda,"295,000 km",2010,2150000,1800cc,Manual
Toyota,PKR,Toyota Corolla 2006 for sale in Karachi,Diesel,used,Toyota,"444,489 km",2006,1650000,2000cc,Manual
Honda,PKR,Honda Civic 2018 for sale in Bahawalpur,Petrol,used,Honda,"52,000 km",2018,4650000,1800cc,Automatic
Toyota,PKR,Toyota Prius 2011 for sale in Islamabad,Petrol,used,Toyota,"180,000 km",2011,4550000,1800cc,Automatic
Toyota,PKR,Toyota Land Cruiser 1992 for sale in Lahore,Diesel,used,Toyota,"450,000 km",1992,4200000,4200cc,Manual
Toyota,PKR,Toyota Corolla 2013 for sale in Karachi,Petrol,used,Toyota,"88,000 km",2013,2275000,1300cc,Manual
Toyota,PKR,Toyota Corolla 2006 for sale in Islamabad,Diesel,used,Toyota,"120,000 km",2006,2800000,2000cc,Manual
Toyota,PKR,Toyota Corolla 2019 for sale in Multan,Petrol,used,Toyota,"52,000 km",2019,4050000,1300cc,Manual
Suzuki,PKR,Suzuki Margalla 1994 for sale in Karachi,Petrol,used,Suzuki,"100,000 km",1994,310000,1300cc,Manual
Toyota,PKR,Toyota Succeed 2008 for sale in Peshawar,Petrol,used,Toyota,"300,046 km",2008,2300000,1500cc,Automatic
Toyota,PKR,Toyota C-HR 2017 for sale in Islamabad,Hybrid,used,Toyota,"114,500 km",2017,7800000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2010 for sale in Faisalabad,Petrol,used,Toyota,"121,000 km",2010,2500000,1300cc,Manual
Nissan,PKR,Nissan March 2012 for sale in Rawalpindi,Petrol,used,Nissan,"127,000 km",2012,1330000,1300cc,Automatic
Suzuki,PKR,Suzuki Alto 2021 for sale in Gujranwala,Petrol,used,Suzuki,"55,000 km",2021,2275000,660cc,Manual
Toyota,PKR,Toyota Corolla 2016 for sale in Peshawar,Petrol,used,Toyota,"109,000 km",2016,3300000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Islamabad,Petrol,used,Suzuki,"6,510 km",2022,2595000,660cc,Manual
Suzuki,PKR,Suzuki Mehran 2008 for sale in Sahiwal,Petrol,used,Suzuki,"63,000 km",2008,780000,800cc,Manual
Honda,PKR,Honda Fit 2014 for sale in Islamabad,Hybrid,used,Honda,"140,000 km",2014,3190000,1500cc,Automatic
Toyota,PKR,Toyota Hilux 2021 for sale in Islamabad,Diesel,used,Toyota,"11,500 km",2021,12300000,2800cc,Automatic
Honda,PKR,Honda City 2018 for sale in Islamabad,Petrol,used,Honda,"99,500 km",2018,3450000,1300cc,Automatic
Honda,PKR,Honda City 2021 for sale in Karachi,Petrol,used,Honda,"14,000 km",2021,4050000,1300cc,Automatic
Hyundai,PKR,Hyundai Tucson 2023 for sale in Lahore,Petrol,used,Hyundai,5 km,2023,8050000,2000cc,Automatic
Toyota,PKR,Toyota Corolla 2003 for sale in Karachi,Petrol,used,Toyota,"145,000 km",2003,1450000,1600cc,Automatic
Changan,PKR,Changan Oshan X7 2022 for sale in Burewala,Petrol,used,Changan,"8,000 km",2022,8500000,1500cc,Automatic
Suzuki,PKR,Suzuki Spacia 2015 for sale in Gujrat,Petrol,used,Suzuki,"77,200 km",2015,1890000,660cc,Automatic
Nissan,PKR,Nissan Wingroad 2006 for sale in Islamabad,Petrol,used,Nissan,"75,000 km",2006,1650000,1500cc,Automatic
Mitsubishi,PKR,Mitsubishi Pajero 2001 for sale in Lahore,Diesel,used,Mitsubishi,"149,000 km",2001,2950000,2800cc,Manual
Toyota,PKR,Toyota Corolla 2019 for sale in Lahore,Petrol,used,Toyota,"78,000 km",2019,4700000,1600cc,Automatic
Toyota,PKR,Toyota Corolla 2021 for sale in Lahore,Petrol,used,Toyota,"27,500 km",2021,5300000,1600cc,Automatic
Honda,PKR,Honda City 2015 for sale in Rawalpindi,Petrol,used,Honda,"116,000 km",2015,2430000,1300cc,Manual
Honda,PKR,Honda City 2013 for sale in Karachi,Petrol,used,Honda,"100,000 km",2013,2375000,1300cc,Automatic
Honda,PKR,Honda Civic 2021 for sale in Islamabad,Petrol,used,Honda,"60,000 km",2021,6790000,1500cc,Automatic
Proton,PKR,Proton Saga 2022 for sale in Multan,Petrol,used,Proton,"30,000 km",2022,3000000,1299cc,Automatic
Toyota,PKR,Toyota Rush 2012 for sale in Lahore,Petrol,used,Toyota,"114,000 km",2012,4000000,1500cc,Automatic
Nissan,PKR,Nissan Dayz Highway Star 2020 for sale in Karachi,Hybrid,used,Nissan,"9,500 km",2020,3800000,660cc,Automatic
Toyota,PKR,Toyota Passo 2020 for sale in Karachi,Petrol,used,Toyota,"9,000 km",2020,4000000,1000cc,Automatic
Toyota,PKR,Toyota Corolla 2020 for sale in Lahore,Petrol,used,Toyota,"41,000 km",2020,5650000,1800cc,Automatic
Honda,PKR,Honda Civic 2018 for sale in Islamabad,Petrol,used,Honda,"64,500 km",2018,5100000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2022 for sale in Lahore,Petrol,used,Toyota,"2,000 km",2022,5975000,1600cc,Automatic
Toyota,PKR,Toyota Corolla 2005 for sale in Pindi gheb,Petrol,used,Toyota,"223,000 km",2005,1450000,1300cc,Manual
Daihatsu,PKR,Daihatsu Move 2011 for sale in Multan,Petrol,used,Daihatsu,"90,000 km",2011,1690000,660cc,Automatic
Hyundai,PKR,Hyundai Tucson 2023 for sale in Lahore,Petrol,used,Hyundai,2 km,2023,8590000,2000cc,Automatic
Honda,PKR,Honda Civic 2012 for sale in Multan,Petrol,used,Honda,"183,000 km",2012,2260000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2008 for sale in Mardan,Petrol,used,Toyota,"200,000 km",2008,1470000,1300cc,Manual
KIA,PKR,KIA Picanto 2021 for sale in Hyderabad,Petrol,used,KIA,"9,500 km",2021,2800000,1000cc,Automatic
Suzuki,PKR,Suzuki Swift 2014 for sale in Gujranwala,Petrol,used,Suzuki,"145,000 km",2014,1700000,1300cc,Manual
Suzuki,PKR,Suzuki Cultus 2021 for sale in Islamabad,Petrol,used,Suzuki,"40,829 km",2021,3350000,1000cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Faisalabad,Petrol,used,Suzuki,"16,000 km",2022,2500000,660cc,Manual
Toyota,PKR,Toyota Vitz 2010 for sale in Lahore,Petrol,used,Toyota,"140,000 km",2010,1825000,1000cc,Automatic
Honda,PKR,Honda City 2013 for sale in Kotli Ak,Petrol,used,Honda,"96,500 km",2013,2430000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Lahore,Petrol,used,Suzuki,250 km,2022,3075000,660cc,Automatic
Honda,PKR,Honda City 2019 for sale in Lahore,Petrol,used,Honda,"62,000 km",2019,3850000,1500cc,Automatic
Changan,PKR,Changan Oshan X7 2022 for sale in Rawalpindi,Petrol,used,Changan,"5,000 km",2022,8575000,1500cc,Automatic
Honda,PKR,Honda City 2013 for sale in Kamoke,Petrol,used,Honda,"83,258 km",2013,2625000,1500cc,Automatic
Toyota,PKR,Toyota Fortuner 2017 for sale in Karachi,Petrol,used,Toyota,"70,000 km",2017,10400000,2700cc,Automatic
Toyota,PKR,Toyota Corolla 2022 for sale in Karachi,Petrol,used,Toyota,"10,800 km",2022,6000000,1600cc,Automatic
Honda,PKR,Honda Grace Hybrid 2014 for sale in Karachi,Petrol,used,Honda,"60,184 km",2014,4200000,1500cc,Automatic
Toyota,PKR,Toyota Vitz 2011 for sale in Lahore,Petrol,used,Toyota,"107,000 km",2011,2450000,1000cc,Automatic
Toyota,PKR,Toyota Corolla Axio 2007 for sale in Islamabad,Petrol,used,Toyota,"200,000 km",2007,2500000,1500cc,Automatic
Honda,PKR,Honda City 2020 for sale in Kohat,Petrol,used,Honda,"50,000 km",2020,3650000,1300cc,Automatic
Honda,PKR,Honda City 2023 for sale in Lahore,Petrol,used,Honda,240 km,2023,4980000,1500cc,Automatic
Suzuki,PKR,Suzuki Swift 2011 for sale in Islamabad,Petrol,used,Suzuki,130 km,2011,1500000,1300cc,Manual
Toyota,PKR,Toyota Corolla 2015 for sale in Karachi,Petrol,used,Toyota,"125,000 km",2015,2385000,1300cc,Manual
Suzuki,PKR,Suzuki Swift 2022 for sale in Lahore,Petrol,used,Suzuki,"3,000 km",2022,4750000,1200cc,Automatic
Suzuki,PKR,Suzuki Swift 2019 for sale in Karachi,Petrol,used,Suzuki,"41,500 km",2019,2250000,1300cc,Manual
Honda,PKR,Honda Civic 2022 for sale in Lahore,Petrol,used,Honda,30 km,2022,8700000,1500cc,Automatic
Mercedes Benz,PKR,Mercedes Benz S Class 2002 for sale in Karachi,Petrol,used,Mercedes Benz,"90,000 km",2002,3100000,2800cc,Automatic
Toyota,PKR,Toyota Passo 2010 for sale in Rawalpindi,Petrol,used,Toyota,"230,928 km",2010,2000000,1000cc,Automatic
Hyundai,PKR,Hyundai Tucson 2022 for sale in Rawalpindi,Petrol,used,Hyundai,"20,687 km",2022,7700000,2000cc,Automatic
Toyota,PKR,Toyota Fortuner 2015 for sale in Peshawar,Petrol,used,Toyota,"130,000 km",2015,7200000,2700cc,Automatic
Toyota,PKR,Toyota Corolla 2012 for sale in Rawalpindi,Petrol,used,Toyota,"100,000 km",2012,2075000,1300cc,Manual
Suzuki,PKR,Suzuki Cultus 2019 for sale in Lahore,Petrol,used,Suzuki,"52,000 km",2019,2950000,1000cc,Manual
Toyota,PKR,Toyota Corolla 2012 for sale in Rawalpindi,Petrol,used,Toyota,"120,000 km",2012,2385000,1300cc,Manual
Toyota,PKR,Toyota Noah 2014 for sale in Rawalpindi,Petrol,used,Toyota,"100,355 km",2014,5200000,1800cc,Automatic
Toyota,PKR,Toyota Vitz 2020 for sale in Islamabad,Petrol,used,Toyota,"48,000 km",2020,3650000,1000cc,Automatic
Audi,PKR,Audi A4 2015 for sale in Karachi,Petrol,used,Audi,"38,500 km",2015,6800000,1800cc,Automatic
Honda,PKR,Honda City 2016 for sale in Sadiqabad,Petrol,used,Honda,"56,000 km",2016,2999999,1300cc,Manual
Suzuki,PKR,Suzuki Mehran 1990 for sale in Bahawalpur,Petrol,used,Suzuki,"29,999 km",1990,250000,800cc,Manual
Toyota,PKR,Toyota Prado 2005 for sale in Abbottabad,Petrol,used,Toyota,"100,000 km",2005,7000000,2700cc,Automatic
Suzuki,PKR,Suzuki Alto 2021 for sale in Lahore,Petrol,used,Suzuki,"50,000 km",2021,2060000,660cc,Manual
Daihatsu,PKR,Daihatsu Cuore 2009 for sale in Karachi,Petrol,used,Daihatsu,"100,000 km",2009,800000,800cc,Manual
Toyota,PKR,Toyota Corolla 2005 for sale in Takhtbai,Petrol,used,Toyota,"150,000 km",2005,1680000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2007 for sale in Karachi,Petrol,used,Suzuki,"165,700 km",2007,680000,1000cc,Manual
Nissan,PKR,Nissan Sunny 1985 for sale in Islamabad,Petrol,used,Nissan,12 km,1985,250000,1000cc,Manual
Suzuki,PKR,Suzuki Alto 2005 for sale in Mardan,Petrol,used,Suzuki,"160,000 km",2005,980000,1000cc,Manual
Toyota,PKR,Toyota Yaris 2021 for sale in Lahore,Petrol,used,Toyota,"28,000 km",2021,4375000,1300cc,Automatic
Toyota,PKR,Toyota Fortuner 2021 for sale in Islamabad,Petrol,used,Toyota,"22,000 km",2021,12000000,2700cc,Automatic
Toyota,PKR,Toyota Mark II 2002 for sale in Peshawar,Petrol,used,Toyota,"130,000 km",2002,2200000,2500cc,Automatic
Daihatsu,PKR,Daihatsu Hijet 2013 for sale in Karachi,Petrol,used,Daihatsu,"137,223 km",2013,1450000,660cc,Automatic
Toyota,PKR,Toyota Corolla 2006 for sale in Islamabad,Petrol,used,Toyota,"842,586 km",2006,1780000,1300cc,Manual
Suzuki,PKR,Suzuki Mehran 2006 for sale in Rawalpindi,Petrol,used,Suzuki,"2,580 km",2006,535000,800cc,Manual
Toyota,PKR,Toyota Hilux 2021 for sale in Karachi,Diesel,used,Toyota,"17,618 km",2021,11200000,2800cc,Automatic
Honda,PKR,Honda City 2023 for sale in Multan,Petrol,used,Honda,25 km,2023,4800000,1200cc,Automatic
Toyota,PKR,Toyota Corolla 2010 for sale in Karachi,Petrol,used,Toyota,"124,600 km",2010,1850000,1300cc,Manual
Honda,PKR,Honda Civic 2023 for sale in Lahore,Petrol,used,Honda,10 km,2023,9600000,1498cc,Automatic
Toyota,PKR,Toyota Corolla 2000 for sale in Quetta,Petrol,used,Toyota,"143,000 km",2000,1500000,1500cc,Automatic
Toyota,PKR,Toyota Surf 1999 for sale in Faisalabad,Petrol,used,Toyota,"152,080 km",1999,5050000,2700cc,Automatic
Toyota,PKR,Toyota Corolla 2020 for sale in Vehari,Petrol,used,Toyota,"9,000 km",2020,6100000,1800cc,Automatic
Honda,PKR,Honda Civic 2018 for sale in Lahore,Petrol,used,Honda,"57,000 km",2018,4850000,1800cc,Automatic
Suzuki,PKR,Suzuki Cultus 2021 for sale in Lahore,Petrol,used,Suzuki,"45,000 km",2021,3490000,1000cc,Automatic
Toyota,PKR,Toyota Duet 1999 for sale in Rawalpindi,Petrol,used,Toyota,"10,101 km",1999,800000,1300cc,Manual
Toyota,PKR,Toyota Passo 2018 for sale in Lahore,Petrol,used,Toyota,"7,000 km",2018,3375000,1000cc,Automatic
Toyota,PKR,Toyota Fortuner 2021 for sale in Swat,Petrol,used,Toyota,"13,000 km",2021,15500000,2700cc,Automatic
Suzuki,PKR,Suzuki Swift 2021 for sale in Lahore,Petrol,used,Suzuki,"32,000 km",2021,2750000,1300cc,Manual
Toyota,PKR,Toyota Corolla 2016 for sale in Islamabad,Petrol,used,Toyota,"130,000 km",2016,3500000,1300cc,Automatic
Suzuki,PKR,Suzuki Jimny 2018 for sale in Karachi,Petrol,used,Suzuki,"105,000 km",2018,5150000,660cc,Automatic
Daihatsu,PKR,Daihatsu Mira 2018 for sale in Karachi,Petrol,used,Daihatsu,"54,566 km",2018,3120000,660cc,Automatic
Honda,PKR,Honda Civic 2013 for sale in Sargodha,Petrol,used,Honda,"91,000 km",2013,3050000,1800cc,Automatic
Daihatsu,PKR,Daihatsu Move 2019 for sale in Lahore,Petrol,used,Daihatsu,"77,450 km",2019,3650000,660cc,Automatic
Toyota,PKR,Toyota Corolla 2022 for sale in Karachi,Petrol,used,Toyota,"17,000 km",2022,6000000,1600cc,Automatic
Suzuki,PKR,Suzuki Alto 2022 for sale in Islamabad,Petrol,used,Suzuki,"3,500 km",2022,2630000,660cc,Manual
Toyota,PKR,Toyota Corolla 2023 for sale in Lahore,Petrol,used,Toyota,5 km,2023,6375000,1600cc,Automatic
Toyota,PKR,Toyota Corolla 2023 for sale in Lahore,Petrol,used,Toyota,5 km,2023,6375000,1600cc,Automatic
Suzuki,PKR,Suzuki Cultus 2013 for sale in Lahore,Petrol,used,Suzuki,"138,000 km",2013,1360000,1000cc,Manual
Suzuki,PKR,Suzuki Ravi 2015 for sale in Faisalabad,Petrol,used,Suzuki,5 km,2015,790000,800cc,Manual
Honda,PKR,Honda Civic 2019 for sale in Peshawar,Petrol,used,Honda,"600,000 km",2019,5450000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2022 for sale in Nowshera cantt,Petrol,used,Toyota,"2,500 km",2022,7500000,1800cc,Automatic
Toyota,PKR,Toyota Hilux 2019 for sale in Karachi,Diesel,used,Toyota,"52,000 km",2019,9000000,2800cc,Automatic
Suzuki,PKR,Suzuki Cultus 2010 for sale in Karachi,Petrol,used,Suzuki,"90,609 km",2010,1000000,1000cc,Manual
Volkswagen,PKR,Volkswagen Beetle 1980 for sale in Lahore,Petrol,used,Volkswagen,"80,000 km",1980,900000,1200cc,Manual
Suzuki,PKR,Suzuki Mehran 2017 for sale in Taxila,Petrol,used,Suzuki,"100,000 km",2017,1155000,800cc,Manual
Honda,PKR,Honda City 2015 for sale in Multan,Petrol,used,Honda,"95,000 km",2015,2850000,1300cc,Manual
Suzuki,PKR,Suzuki Cultus 2017 for sale in Lahore,Petrol,used,Suzuki,"86,000 km",2017,2350000,1000cc,Manual
Toyota,PKR,Toyota Passo 2013 for sale in Lahore,Petrol,used,Toyota,"106,000 km",2013,2320000,1000cc,Automatic
Daihatsu,PKR,Daihatsu Hijet 2011 for sale in Sargodha,Petrol,used,Daihatsu,"105,000 km",2011,1040000,660cc,Automatic
Toyota,PKR,Toyota Corolla 2019 for sale in Lahore,Petrol,used,Toyota,"46,000 km",2019,5400000,1800cc,Automatic
Honda,PKR,Honda Civic 2021 for sale in Islamabad,Petrol,used,Honda,"16,000 km",2021,6400000,1800cc,Automatic
Toyota,PKR,Toyota Vitz 2019 for sale in Islamabad,Petrol,used,Toyota,"20,000 km",2019,3875000,1000cc,Automatic
Suzuki,PKR,Suzuki Bolan 2017 for sale in Dina,Petrol,used,Suzuki,"12,000 km",2017,1640000,800cc,Manual
Changan,PKR,Changan Karvaan 2022 for sale in Lahore,Petrol,used,Changan,"5,500 km",2022,2600000,1000cc,Manual
Toyota,PKR,Toyota Vitz 2020 for sale in Karachi,Petrol,used,Toyota,"48,000 km",2020,3350000,1000cc,Automatic
Suzuki,PKR,Suzuki Alto 2021 for sale in Lahore,Petrol,used,Suzuki,"30,000 km",2021,2325000,660cc,Manual
Toyota,PKR,Toyota Corolla 2019 for sale in Karachi,Petrol,used,Toyota,"28,000 km",2019,3700000,1300cc,Automatic
Daihatsu,PKR,Daihatsu Move 2013 for sale in Karachi,Petrol,used,Daihatsu,"80,000 km",2013,1950000,660cc,Automatic
Honda,PKR,Honda Civic 2007 for sale in Karachi,Petrol,used,Honda,"141,000 km",2007,1500000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2022 for sale in Lahore,Petrol,used,Toyota,"8,100 km",2022,6150000,1600cc,Automatic
Toyota,PKR,Toyota Corolla 2013 for sale in Lahore,Petrol,used,Toyota,"84,000 km",2013,3235000,1600cc,Automatic
Honda,PKR,Honda City 2019 for sale in Islamabad,Petrol,used,Honda,"38,000 km",2019,3800000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2019 for sale in Rawalpindi,Petrol,used,Suzuki,"15,000 km",2019,3150000,660cc,Automatic
Suzuki,PKR,Suzuki Cultus 2021 for sale in Lahore,Petrol,used,Suzuki,"8,000 km",2021,3700000,1000cc,Manual
Suzuki,PKR,Suzuki Cultus 2017 for sale in Lahore,Petrol,used,Suzuki,"112,000 km",2017,2400000,1000cc,Manual
Toyota,PKR,Toyota Prado 2009 for sale in Islamabad,Petrol,used,Toyota,"90,000 km",2009,14000000,2700cc,Automatic
Honda,PKR,Honda Civic 2012 for sale in Karachi,Petrol,used,Honda,"52,500 km",2012,2490000,1800cc,Automatic
Changan,PKR,Changan Alsvin 2021 for sale in Peshawar,Petrol,used,Changan,"21,137 km",2021,4000000,1500cc,Automatic
Suzuki,PKR,Suzuki Cultus 2014 for sale in Lahore,Petrol,used,Suzuki,"133,000 km",2014,1385000,1000cc,Manual
Toyota,PKR,Toyota Yaris 2022 for sale in Bahawalpur,Petrol,used,Toyota,"8,062 km",2022,4950000,1500cc,Automatic
Mercedes Benz,PKR,Mercedes Benz E Class 2018 for sale in Lahore,Petrol,used,Mercedes Benz,"17,000 km",2018,24500000,2000cc,Automatic
Honda,PKR,Honda City 2023 for sale in Faisalabad,Petrol,used,Honda,25 km,2023,5250000,1500cc,Automatic
Suzuki,PKR,Suzuki Cultus 2019 for sale in Lahore,Petrol,used,Suzuki,"48,000 km",2019,2675000,1000cc,Manual
