brand,model_date,price,vehicle_engine,vehicle_transmission,KM,fuel_code
Honda,2019,4250000,1500cc,Automatic,150000,6
Suzuki,2012,630000,1000cc,Manual,155000,6
Toyota,1994,3450000,3000cc,Automatic,150000,1
Honda,2021,6700000,1800cc,Automatic,6600,6
Changan,2022,2700000,1000cc,Manual,7000,6
Suzuki,2020,2250000,660cc,Automatic,122096,6
Suzuki,2022,2580000,660cc,Manual,2100,6
Toyota,1999,987000,1300cc,Manual,120000,6
Mitsubishi,2005,6500000,2800cc,Automatic,136789,1
Honda,2002,800000,1300cc,Manual,327633,6
Honda,2002,1250000,1600cc,Manual,250000,6
Suzuki,2007,600000,800cc,Manual,125000,6
Daihatsu,2012,2050000,660cc,Automatic,82000,6
Toyota,2020,11000000,2700cc,Automatic,29000,6
Honda,2022,7500000,1500cc,Automatic,1,6
Suzuki,2015,2575000,660cc,Automatic,52000,6
Suzuki,1996,575000,1000cc,Manual,125000,6
Toyota,2004,6900000,4200cc,Automatic,174896,1
Honda,2016,2850000,1300cc,Manual,78000,6
Toyota,2017,3900000,1600cc,Automatic,67000,6
Honda,2018,4750000,1800cc,Automatic,45000,6
KIA,2020,2850000,1000cc,Automatic,47000,6
Toyota,2022,6850000,1800cc,Automatic,6000,6
Toyota,2010,1990000,1000cc,Automatic,98000,6
Toyota,2021,11750000,2800cc,Automatic,16500,1
Toyota,2014,29500000,4600cc,Automatic,97775,6
Honda,2000,1100000,1300cc,Manual,173049,6
Suzuki,2021,2475000,660cc,Manual,9600,6
Suzuki,2022,2450000,660cc,Manual,16000,6
Toyota,2008,18500000,4600cc,Automatic,89761,6
Suzuki,2019,2497000,1000cc,Manual,92000,6
Toyota,2015,2665000,1300cc,Manual,54900,6
Suzuki,2018,2250000,1000cc,Manual,60000,6
Suzuki,2022,2589000,660cc,Manual,4350,6
Toyota,2015,2850000,1000cc,Automatic,108000,6
Toyota,2015,2995000,1000cc,Automatic,56000,6
Suzuki,2003,620000,1000cc,Manual,62500,6
Suzuki,2021,2270000,660cc,Manual,25000,6
Toyota,2016,4250000,1798cc,Automatic,83000,6
Honda,2022,7225000,1500cc,Automatic,35,6
Daihatsu,2007,1485000,660cc,Automatic,155000,6
Honda,2022,9000000,1500cc,Automatic,43000,6
Toyota,2019,3975000,1000cc,Automatic,86841,6
Toyota,2009,1800000,1300cc,Manual,193000,6
Suzuki,2021,4050000,1000cc,Manual,13000,6
Suzuki,2000,680000,1300cc,Manual,600,6
Honda,2017,4695000,1800cc,Automatic,62000,6
Honda,2019,3595000,1300cc,Automatic,72000,6
Toyota,1995,2100000,3400cc,Manual,200000,1
Toyota,2016,3700000,1300cc,Manual,90000,6
Toyota,2020,4300000,1600cc,Manual,29000,6
Honda,2022,7990000,1500cc,Automatic,3000,6
BMW,2003,3690000,4400cc,Automatic,160000,6
Toyota,2022,119600000,4600cc,Automatic,100,6
Suzuki,2005,2690000,1300cc,Manual,53000,6
Honda,2015,3065000,1800cc,Automatic,50000,6
Tesla,2021,19800000,cc,Automatic,7400,5
Honda,2022,7590000,1500cc,Automatic,14256,6
Mitsubishi,2001,3470000,2000cc,Automatic,83300,6
Changan,2021,3650000,1500cc,Automatic,50000,6
Honda,2019,5100000,1800cc,Automatic,59000,6
Honda,2018,3050000,1300cc,Manual,56000,6
Suzuki,2022,4690000,1200cc,Automatic,16100,6
Toyota,2023,6800000,1600cc,Automatic,50,6
Suzuki,2020,1700000,800cc,Manual,34000,6
Honda,2011,1930000,1300cc,Manual,175000,6
Toyota,2012,2200000,1300cc,Manual,160000,6
Suzuki,2016,1475000,1000cc,Manual,106000,6
Honda,2018,3750000,1300cc,Automatic,41000,6
Toyota,2020,14500000,2800cc,Automatic,36000,1
Toyota,2016,3225000,1300cc,Automatic,95000,6
Toyota,2016,3650000,1600cc,Automatic,115000,6
Honda,2018,3500000,1300cc,Manual,90000,6
Toyota,2016,3625000,1300cc,Automatic,89000,6
Suzuki,2014,1700000,660cc,Automatic,98000,6
Suzuki,2022,2695000,660cc,Manual,7200,6
Honda,2018,5050000,1800cc,Automatic,65000,6
Daihatsu,2013,1675000,660cc,Manual,90000,6
Toyota,2003,3200000,1500cc,Automatic,69000,6
Hyundai,2022,8800000,2000cc,Automatic,38000,6
Honda,2001,1095000,1500cc,Manual,200000,6
Suzuki,2019,2050000,660cc,Manual,22000,6
Honda,2023,5450000,1497cc,Automatic,2500,6
Honda,2016,2975000,1300cc,Manual,78000,6
Suzuki,2009,480000,800cc,Manual,86000,6
Toyota,2020,9650000,2800cc,Automatic,54000,1
Daihatsu,2015,2475000,660cc,Automatic,102000,6
Toyota,2022,12500000,2800cc,Automatic,14000,1
Honda,2014,2510000,1300cc,Manual,890000,6
Toyota,2019,4650000,1000cc,Automatic,39913,6
Toyota,2022,13000000,2800cc,Automatic,70,1
Honda,2022,9150000,1500cc,Automatic,2400,6
MG,2023,7825000,1500cc,Automatic,43,6
Suzuki,2022,2675000,660cc,Manual,7,6
Suzuki,2015,760000,800cc,Manual,101000,6
Toyota,2021,12000000,2800cc,Automatic,12543,1
Daihatsu,2018,3500000,660cc,Automatic,49000,6
Suzuki,2021,3500000,1300cc,Automatic,31000,6
Suzuki,1990,300000,800cc,Manual,88000,6
Suzuki,2003,580000,800cc,Manual,100000,6
Toyota,2014,2500000,1000cc,Automatic,84000,6
Toyota,2023,6380000,1600cc,Automatic,5,6
Toyota,2013,6680000,2700cc,Automatic,149000,6
Suzuki,2007,1250000,1300cc,Manual,110000,6
Toyota,2013,3400000,1500cc,Automatic,135000,2
Toyota,2022,4550000,1300cc,Automatic,8207,6
United,2019,800000,800cc,Manual,30000,6
Suzuki,2013,1690000,1300cc,Manual,58000,6
Toyota,2022,5750000,1798cc,Automatic,7309,6
Toyota,2014,4975000,1800cc,Automatic,122000,6
Honda,2005,1115000,1500cc,Manual,178000,6
Suzuki,2017,2350000,1000cc,Manual,73000,6
Honda,2023,4660000,1200cc,Automatic,30,6
Suzuki,2013,1840000,1300cc,Manual,87000,6
Suzuki,2016,1480000,1000cc,Manual,47786,6
Suzuki,2022,2650000,660cc,Manual,1,6
Toyota,2022,6990000,1800cc,Automatic,2900,6
Toyota,2009,2150000,1000cc,Automatic,126000,6
Toyota,2018,7400000,1800cc,Automatic,42000,2
Land Rover,2006,3600000,2500cc,Automatic,96000,1
Suzuki,2019,2700000,1300cc,Automatic,41000,6
Mercedes Benz,2013,8600000,1600cc,Automatic,80000,6
Toyota,2019,4250000,1000cc,Automatic,26000,6
Toyota,1997,3000000,3000cc,Automatic,100000,1
Suzuki,2022,4700000,1200cc,Automatic,16581,6
Honda,2016,2950000,1300cc,Automatic,73000,6
Daihatsu,2018,3100000,660cc,Automatic,38000,6
Suzuki,2022,4500000,1200cc,Automatic,5000,6
Toyota,2007,9000000,4000cc,Automatic,107000,6
KIA,2021,6450000,2000cc,Automatic,29800,6
Suzuki,2021,3450000,1000cc,Automatic,23000,6
Toyota,2019,4250000,996cc,Automatic,42960,6
Daihatsu,1989,550000,1000cc,Automatic,100000,6
Honda,2015,2475000,1300cc,Manual,102000,6
Suzuki,2014,1600000,1000cc,Manual,123,6
Toyota,2019,11000000,2700cc,Automatic,24500,6
Toyota,2017,5000000,1500cc,Automatic,72000,2
Suzuki,2019,1300000,800cc,Manual,19999,6
Hyundai,2022,8750000,2000cc,Automatic,38000,6
Suzuki,2010,950000,1000cc,Manual,160,6
Changan,2022,2750000,1000cc,Manual,1,6
Suzuki,2007,700000,1000cc,Manual,100000,6
Suzuki,2016,2455000,1300cc,Automatic,68000,6
Honda,2023,9700000,1498cc,Automatic,1,6
Honda,2006,1180000,1500cc,Manual,120000,6
Toyota,2011,2050000,1600cc,Manual,101010,6
Toyota,2019,3650000,1000cc,Automatic,31000,6
Honda,2022,4250000,1200cc,Manual,400,6
Honda,2022,8150000,1500cc,Automatic,9000,6
Suzuki,2023,1778000,800cc,Manual,1,6
Honda,1983,410000,1600cc,Automatic,150000,6
Toyota,2020,9800000,2800cc,Automatic,61000,1
Toyota,2022,12750000,2800cc,Automatic,41,1
Toyota,2023,7650000,1800cc,Automatic,75,6
KIA,2022,3225000,1000cc,Automatic,54,6
MG,2023,7990000,1500cc,Automatic,80,6
Suzuki,2019,2750000,1300cc,Manual,32000,6
Honda,2021,4700000,1500cc,Automatic,30000,6
Suzuki,2014,1680000,1000cc,Manual,119000,6
Toyota,2021,5775000,1600cc,Automatic,7500,6
Suzuki,2016,1070000,800cc,Manual,65000,6
Honda,2003,1800000,1300cc,Manual,88000,6
Suzuki,2019,2725000,1000cc,Manual,47000,6
Suzuki,2019,2325000,1000cc,Manual,62000,6
Mercedes Benz,2011,9800000,2000cc,Automatic,79000,6
Suzuki,2022,2400000,660cc,Manual,1360,6
Suzuki,2006,630000,1000cc,Manual,50000,6
Mercedes Benz,2013,10300000,1600cc,Automatic,45000,6
Hyundai,2003,830000,1000cc,Manual,250000,6
Audi,2019,15600000,1400cc,Automatic,36000,6
Suzuki,2023,3200000,1000cc,Manual,1000,6
Suzuki,2006,870000,1000cc,Manual,90000,6
Suzuki,2023,1858000,800cc,Manual,1,6
Suzuki,2022,2525000,660cc,Manual,14000,6
Honda,2005,1450000,1500cc,Manual,215000,6
KIA,2021,7250000,1999cc,Automatic,20000,6
Honda,2007,1700000,1300cc,Manual,250000,6
Honda,2019,5755555,1800cc,Automatic,81210,6
Toyota,2015,3750000,1600cc,Automatic,150,6
Honda,2018,3125000,1300cc,Manual,48000,6
Toyota,2022,6280000,1600cc,Automatic,50,6
Honda,2019,2900000,1300cc,Manual,100000,6
Suzuki,2019,2380000,660cc,Automatic,63000,6
Suzuki,2017,1875000,1000cc,Manual,63000,6
Honda,2018,3200000,1500cc,Manual,60000,6
Toyota,2007,1400000,1300cc,Manual,166400,6
Toyota,2010,3900000,1800cc,Automatic,100000,6
Honda,2023,9475000,1500cc,Automatic,150,6
Toyota,2023,19800000,2800cc,Automatic,10,1
Toyota,2023,19900000,2800cc,Automatic,10,1
Mercedes Benz,2014,6000000,1600cc,Automatic,83000,6
Changan,2023,2469000,999cc,Manual,20,6
Toyota,2018,3750000,1300cc,Manual,54000,6
Toyota,1993,1080000,1500cc,Automatic,18,6
Suzuki,2017,2150000,1000cc,Manual,80000,6
Suzuki,2018,1950000,1000cc,Manual,95000,6
Toyota,2000,1050000,1000cc,Automatic,1,6
Toyota,2016,3325000,1000cc,Automatic,93000,6
Toyota,2017,43500000,4608cc,Automatic,26000,6
Suzuki,2010,1300000,1000cc,Manual,116000,6
Honda,2018,3185000,1300cc,Manual,70000,6
Suzuki,2004,800000,1300cc,Manual,115400,6
Honda,2008,1780000,1300cc,Manual,219500,6
Suzuki,2004,520000,800cc,Manual,96000,6
Nissan,2014,2200000,660cc,Automatic,124000,6
Suzuki,2021,2190000,660cc,Manual,51000,6
Toyota,2015,3200000,1500cc,Automatic,96000,2
Honda,2001,1235000,1600cc,Automatic,180000,6
Suzuki,2006,545000,1000cc,Manual,80000,6
Daihatsu,2019,3575000,660cc,Automatic,23000,6
Toyota,2002,4490000,3000cc,Automatic,352943,1
Toyota,2007,3650000,1800cc,Automatic,120000,6
Toyota,2021,11950000,2800cc,Automatic,17450,1
Toyota,2018,3600000,1000cc,Automatic,126000,6
Honda,2006,1600000,1500cc,Automatic,198000,6
Honda,2021,4850000,1500cc,Automatic,17000,6
Mercedes Benz,2008,4250000,1800cc,Automatic,92000,6
Honda,2017,2800000,660cc,Automatic,49000,6
Toyota,2019,4275000,1000cc,Automatic,26000,6
Honda,2015,2775000,1300cc,Manual,44000,6
Changan,2022,8800000,1499cc,Automatic,2654,6
Toyota,2006,7000000,2700cc,Automatic,105000,6
Suzuki,2022,3500000,1000cc,Manual,4000,6
Toyota,2022,5800000,1600cc,Automatic,5000,6
Honda,2013,2900000,1800cc,Automatic,100000,6
Suzuki,2006,870000,1000cc,Manual,90000,6
Suzuki,2011,1560000,1300cc,Manual,150000,6
Toyota,2020,4350000,1300cc,Automatic,21000,6
Honda,2004,1410000,1300cc,Manual,235000,6
Suzuki,2005,720000,800cc,Manual,150000,6
Honda,2022,4550000,1500cc,Automatic,15000,6
Suzuki,2007,610000,800cc,Manual,80000,6
Suzuki,2014,1350000,1000cc,Manual,25000,6
Toyota,2010,1940000,1000cc,Automatic,88562,6
Toyota,2009,4030000,1500cc,Automatic,200000,6
Toyota,2009,1635000,1300cc,Manual,110000,6
Honda,2000,975000,1600cc,Automatic,1,6
Suzuki,2018,1995000,1000cc,Manual,68000,6
Honda,2021,5800000,1800cc,Automatic,64000,6
Suzuki,2022,2725000,660cc,Manual,35,6
Toyota,2016,27200000,2700cc,Automatic,55000,6
Honda,2015,2525000,1300cc,Manual,80000,6
Suzuki,2008,1080000,1000cc,Manual,59850,6
Toyota,2015,2750000,1300cc,Manual,110000,6
Toyota,2018,3745000,1000cc,Automatic,37000,6
Toyota,2017,3945000,996cc,Automatic,87000,6
Toyota,2016,3945000,1798cc,Automatic,111000,6
Suzuki,2012,1100000,1000cc,Manual,124304,6
Lexus,2016,59500000,5700cc,Automatic,54000,6
Honda,2022,4975000,1500cc,Automatic,4000,6
Toyota,2008,18500000,4600cc,Automatic,186000,6
Chery,2022,9230000,1600cc,Automatic,2500,6
Honda,2019,4900000,1800cc,Automatic,102000,6
KIA,2022,6700000,1999cc,Automatic,6500,6
Nissan,2009,1395000,660cc,Automatic,100000,6
Suzuki,2022,4350000,1200cc,Automatic,1900,6
Toyota,1997,4750000,3000cc,Automatic,135000,1
Toyota,2014,2400000,1000cc,Automatic,55000,6
Suzuki,2005,580000,800cc,Manual,100000,6
Suzuki,1988,495000,800cc,Manual,80000,6
Toyota,2016,3275000,1300cc,Automatic,72000,6
Toyota,2012,7000000,2500cc,Automatic,80000,6
Honda,2021,5100000,1497cc,Automatic,6000,6
Suzuki,2002,650000,800cc,Manual,102365,6
Suzuki,2009,780000,800cc,Manual,10000,6
Suzuki,2005,1275000,1300cc,Manual,170000,6
Suzuki,2009,930000,1000cc,Manual,65890,6
Toyota,2019,5150000,1798cc,Automatic,45153,6
Suzuki,2018,2025000,1000cc,Manual,85600,6
Toyota,2018,2980000,1000cc,Automatic,47000,6
Honda,2017,7200000,1500cc,Automatic,22919,2
Toyota,2019,5190000,1000cc,Automatic,48000,6
Toyota,2020,4790000,1000cc,Automatic,49000,6
Toyota,2012,2675000,1300cc,Manual,85000,6
Toyota,2019,11500000,2700cc,Automatic,44632,6
Toyota,2022,15950000,2800cc,Automatic,9855,1
Toyota,2022,6850000,1798cc,Automatic,31260,6
Toyota,2018,55000000,4600cc,Automatic,48033,6
KIA,2022,8050000,2000cc,Automatic,12000,6
Toyota,2021,11250000,2800cc,Automatic,25000,1
Suzuki,2007,1050000,1300cc,Manual,190000,6
Toyota,2005,6000000,3000cc,Automatic,80000,6
Toyota,2016,7850000,2700cc,Automatic,47500,6
Toyota,2015,3790000,1500cc,Automatic,127000,2
Daihatsu,2019,5500000,1000cc,Automatic,11300,6
Toyota,2007,2400000,2400cc,Automatic,217509,6
Suzuki,2011,550000,800cc,Manual,50000,6
MG,2021,5800000,1490cc,Automatic,37000,6
Honda,2022,8925000,1500cc,Automatic,623,6
Honda,2013,2850000,1500cc,Automatic,140000,6
Hyundai,2017,5580000,2500cc,Automatic,148295,1
Toyota,2005,3050000,2500cc,Automatic,104598,6
MG,2021,6525000,1490cc,Automatic,6000,6
Toyota,2012,1625000,1000cc,Manual,68000,6
Honda,2015,2550000,1300cc,Automatic,150000,6
KIA,2022,9000000,3500cc,Automatic,18000,6
Toyota,2015,3350000,1300cc,Automatic,110000,6
Nissan,2004,1050000,1000cc,Automatic,100000,6
Honda,2021,6275000,1800cc,Automatic,20500,6
Suzuki,2008,1025000,1000cc,Manual,25025,6
Honda,2018,3150000,1300cc,Manual,88000,6
Nissan,2004,1050000,1000cc,Automatic,100000,6
Honda,2021,6275000,1800cc,Automatic,20500,6
Suzuki,2008,1025000,1000cc,Manual,25025,6
Honda,2018,3150000,1300cc,Manual,88000,6
Honda,2018,4990000,1800cc,Automatic,70000,6
Honda,2004,1400000,1500cc,Manual,107000,6
Honda,2003,1360000,1600cc,Manual,150000,6
Suzuki,2022,2180000,660cc,Manual,21000,6
Toyota,2010,2450000,1300cc,Manual,82000,6
Honda,2017,3850000,1500cc,Automatic,112000,6
Suzuki,2018,2250000,1000cc,Manual,23000,6
Suzuki,2015,1150000,800cc,Manual,65000,6
Suzuki,2012,1150000,1000cc,Manual,118000,6
Toyota,2015,3900000,1500cc,Automatic,119200,2
Honda,2019,3800000,1500cc,Automatic,43000,6
Mercedes Benz,2010,9500000,2000cc,Automatic,75000,6
Range Rover,2020,60000000,300cc,Automatic,7000,6
Toyota,2013,2500000,1300cc,Manual,180000,6
Suzuki,2022,2600000,660cc,Automatic,20000,6
Daihatsu,2014,1950000,660cc,Automatic,1,6
Daihatsu,2013,2150000,660cc,Automatic,50000,6
Toyota,2007,1580000,1000cc,Automatic,175000,6
Honda,1999,1125000,1600cc,Manual,220000,6
Toyota,2010,4300000,1800cc,Automatic,80000,6
Toyota,2013,265000,1300cc,Manual,126000,6
Suzuki,2016,1680000,1000cc,Manual,71000,6
Toyota,2013,5800000,2500cc,Automatic,100000,1
Toyota,2018,3800000,1000cc,Automatic,135000,6
Mercedes Benz,2014,34000000,3500cc,Automatic,39500,6
Toyota,2021,4350000,1500cc,Automatic,33000,6
Toyota,2019,4640000,1600cc,Automatic,43950,6
MG,2021,6895000,1500cc,Automatic,8000,6
Changan,2021,3995000,1500cc,Automatic,18700,6
BMW,1997,1750000,1800cc,Automatic,81000,6
Toyota,2010,17000000,4000cc,Automatic,125000,6
Toyota,2023,7525000,1800cc,Automatic,25,6
Toyota,2014,2625000,1000cc,Automatic,134000,6
Toyota,2021,3800000,1300cc,Manual,19500,6
Toyota,2016,3200000,1600cc,Automatic,77300,6
Honda,2020,4700000,1500cc,Automatic,148000,6
KIA,2022,9000000,3500cc,Automatic,18000,6
Suzuki,2017,1585000,1000cc,Manual,150000,6
Honda,2022,5000000,1500cc,Automatic,14000,6
Toyota,2019,4650000,1300cc,Automatic,27855,6
Toyota,2015,3350000,1300cc,Automatic,110000,6
Honda,2023,7450000,1500cc,Automatic,45,6
Honda,2016,2730000,1300cc,Manual,60000,6
Toyota,2001,1170000,1300cc,Manual,200000,6
Suzuki,2015,1170000,1000cc,Manual,60000,6
Honda,2012,2450000,1500cc,Automatic,123000,2
Suzuki,2011,1080000,1000cc,Manual,43900,6
Toyota,2022,7375000,1800cc,Automatic,6350,6
Honda,2021,4950000,1500cc,Automatic,14000,6
Nissan,2004,1050000,1000cc,Automatic,100000,6
Daihatsu,1985,200000,1000cc,Manual,82255,6
Honda,2021,6275000,1800cc,Automatic,20500,6
Suzuki,2008,1025000,1000cc,Manual,25025,6
Toyota,2013,2500000,1000cc,Automatic,91000,6
Toyota,2023,6450000,1600cc,Automatic,10,6
MG,2021,6150000,1500cc,Automatic,17000,6
Honda,2019,3120000,1300cc,Manual,45286,6
Suzuki,2013,1080000,800cc,Manual,60000,6
Honda,2012,2425000,1300cc,Manual,67000,6
Honda,1999,1315000,1600cc,Manual,115000,6
Suzuki,2018,1260000,800cc,Manual,60000,6
Hyundai,2023,7850000,2000cc,Automatic,10,6
Mazda,2019,3175000,660cc,Automatic,32000,6
Toyota,2016,3050000,1300cc,Automatic,84000,6
Honda,2023,5490000,1500cc,Automatic,60,6
Toyota,2011,11000000,3500cc,Automatic,76000,6
Toyota,2010,7500000,2500cc,Automatic,72000,6
Toyota,2016,4800000,1500cc,Automatic,54000,6
Suzuki,2018,3150000,660cc,Automatic,36000,2
Honda,2023,7525000,1500cc,Automatic,1,6
Honda,2008,2050000,1300cc,Automatic,78000,6
Toyota,2018,3600000,1600cc,Automatic,71091,6
Nissan,1987,700000,2000cc,Manual,1987,1
Toyota,2016,3150000,1300cc,Manual,85000,6
Daihatsu,1984,425000,1000cc,Manual,65000,6
Suzuki,2010,120000,1000cc,Manual,80000,6
Toyota,2022,6500000,1600cc,Automatic,99,6
Suzuki,2000,515000,1000cc,Manual,75000,6
Toyota,2011,2300000,1300cc,Manual,96200,6
Haval,2023,10500000,2000cc,Automatic,85,6
Honda,2018,3150000,1300cc,Manual,88000,6
Toyota,2008,2520000,1500cc,Automatic,135000,2
Hyundai,2022,5300000,1600cc,Automatic,6000,6
Honda,2018,4990000,1800cc,Automatic,70000,6
Honda,2014,3200000,1800cc,Automatic,122457,6
Toyota,2008,2475000,1500cc,Automatic,90000,6
Suzuki,2019,2450000,660cc,Automatic,45000,6
Honda,2004,1400000,1500cc,Manual,107000,6
Honda,2014,2685000,1300cc,Manual,27500,6
Suzuki,2019,2160000,1000cc,Manual,48000,6
Daihatsu,2006,1100000,660cc,Automatic,75000,6
Toyota,1982,320000,100cc,Manual,100000,1
Mercedes Benz,2014,34000000,3500cc,Automatic,39500,6
Honda,2018,4350000,1800cc,Automatic,41000,6
Toyota,2012,2250000,1300cc,Manual,85000,6
Honda,2013,2650000,1800cc,Automatic,149000,6
Suzuki,2018,2995000,660cc,Automatic,17500,6
Toyota,2003,4500000,3378cc,Automatic,265000,6
Suzuki,2018,4000000,1000cc,Automatic,22000,6
Honda,2017,7200000,1500cc,Automatic,40001,2
Toyota,2022,13350000,2800cc,Automatic,9500,1
Honda,2015,5500000,1500cc,Automatic,132696,2
Toyota,2019,12000000,2700cc,Automatic,13000,6
Suzuki,2007,540000,1000cc,Manual,123491,6
Honda,2014,2650000,1300cc,Automatic,94000,6
Honda,2014,2550000,1300cc,Manual,74000,6
Toyota,2004,4450000,2500cc,Automatic,147000,6
Suzuki,2015,2100000,660cc,Automatic,98000,6
Toyota,2021,4350000,1500cc,Automatic,33000,6
Toyota,2003,1175000,1300cc,Automatic,100000,6
Suzuki,2017,2250000,1000cc,Manual,118000,6
Toyota,2019,4640000,1600cc,Automatic,43950,6
Honda,2014,3070000,1800cc,Automatic,130000,6
Honda,2016,3780000,1800cc,Automatic,79000,6
Toyota,2011,2190000,1600cc,Automatic,155350,6
MG,2021,6895000,1500cc,Automatic,8000,6
Honda,2014,2950000,1500cc,Manual,81000,6
Suzuki,2005,630000,1000cc,Manual,47000,6
Toyota,2005,1750000,1000cc,Automatic,170000,6
Toyota,2021,14200000,2700cc,Automatic,10500,6
Suzuki,1998,325000,800cc,Manual,1000000,6
Honda,2010,21000001,1800cc,Automatic,150000,6
Suzuki,2008,990000,1000cc,Manual,10000,6
Suzuki,2022,2530000,660cc,Manual,3200,6
Hyundai,2020,3350000,2600cc,Manual,41000,1
Toyota,2014,3650000,1800cc,Automatic,120000,6
Toyota,2011,4200000,1800cc,Automatic,185690,2
Changan,2021,3995000,1500cc,Automatic,18700,6
Suzuki,1988,270000,800cc,Manual,266000,6
Honda,2018,3150000,1500cc,Automatic,83652,6
Suzuki,2022,2390000,660cc,Manual,18000,6
Honda,2015,3495000,1500cc,Automatic,109000,2
Suzuki,2018,1390000,800cc,Manual,42000,6
Honda,2018,4800000,1800cc,Automatic,89000,6
Toyota,2019,4095000,1000cc,Automatic,19290,6
Honda,2016,6795000,1500cc,Automatic,89995,2
Toyota,2019,4250000,996cc,Automatic,44004,6
Toyota,2019,4495000,1000cc,Automatic,55069,6
Honda,2019,3700000,1300cc,Automatic,50000,6
Toyota,2021,5280000,1600cc,Automatic,31900,6
Suzuki,2013,1440000,1000cc,Manual,48356,6
Honda,2017,3300000,1300cc,Manual,66016,6
Toyota,2022,18900000,2800cc,Automatic,8600,1
Toyota,2005,3995000,2400cc,Automatic,150000,6
DFSK,2020,4600000,1500cc,Automatic,30000,6
BMW,1997,1750000,1800cc,Automatic,81000,6
Toyota,2017,4350000,1800cc,Automatic,78000,6
KIA,2021,7300000,2000cc,Automatic,15000,6
Suzuki,2018,1355000,800cc,Manual,55000,6
Honda,2014,2450000,1300cc,Manual,57300,6
Toyota,2010,17000000,4000cc,Automatic,125000,6
Suzuki,2003,470000,800cc,Manual,346000,6
Honda,2004,1350000,1300cc,Automatic,150000,6
Nissan,2018,4535000,1200cc,Automatic,56000,6
Toyota,2018,5650000,1500cc,Automatic,103000,2
Toyota,2023,7525000,1800cc,Automatic,25,6
Suzuki,1984,285000,800cc,Manual,99999,6
Suzuki,2022,2565000,660cc,Manual,1600,6
Toyota,2014,3800000,1600cc,Automatic,63000,6
Toyota,2014,2625000,1000cc,Automatic,134000,6
Toyota,2021,3800000,1300cc,Manual,19500,6
Suzuki,2006,800000,1000cc,Manual,50000,6
Nissan,2015,1675000,660cc,Automatic,85000,6
Toyota,1995,5500000,4200cc,Automatic,350000,1
Suzuki,2005,500000,800cc,Manual,111111,6
Toyota,2008,1590000,1000cc,Automatic,175000,6
Suzuki,1999,580000,1000cc,Manual,95000,6
Toyota,2018,4750000,1800cc,Automatic,57000,6
Toyota,2011,1780,1300cc,Manual,1200,6
Hyundai,2023,8450000,2000cc,Automatic,8,6
Toyota,2019,4250000,1300cc,Automatic,50900,6
Toyota,2021,5700000,1600cc,Automatic,9300,6
Honda,2014,4860000,1500cc,Automatic,152000,6
Toyota,2009,1925000,1300cc,Manual,66375,6
Honda,2015,2400000,660cc,Automatic,53000,6
Suzuki,2016,1525000,1000cc,Manual,26724,6
Toyota,2005,4000000,2500cc,Automatic,84000,6
Toyota,2014,4800000,1800cc,Automatic,184000,6
Toyota,2022,6790000,1799cc,Automatic,13300,6
KIA,2022,6450000,2000cc,Automatic,9800,6
Changan,2021,4600000,1500cc,Automatic,661,6
Honda,2006,1550000,1300cc,Automatic,195000,6
Daihatsu,2017,2965000,660cc,Automatic,84000,6
Honda,2014,2800000,1800cc,Automatic,135000,6
Suzuki,2016,1800000,1000cc,Manual,108000,6
Hyundai,2007,1085000,1000cc,Manual,146000,6
Honda,2006,1420000,1600cc,Manual,80000,6
Suzuki,2005,575000,800cc,Manual,100000,6
Toyota,2021,4650000,1500cc,Automatic,25000,6
Suzuki,2021,3090000,1000cc,Manual,41700,6
Suzuki,2022,2750000,1000cc,Manual,6300,6
Daihatsu,2007,660000,800cc,Manual,200000,6
Suzuki,2022,2465000,660cc,Manual,9690,6
Honda,2001,2600000,1500cc,Manual,70000,6
Toyota,2003,1650000,1600cc,Automatic,273191,6
Suzuki,2016,1175000,800cc,Manual,29425,6
Suzuki,2021,3680000,1000cc,Automatic,13600,6
Suzuki,1980,330000,539cc,Manual,539,6
Toyota,2022,5090000,1500cc,Automatic,7500,6
Suzuki,2006,540000,800cc,Manual,100000,6
Mitsubishi,2008,1550000,1300cc,Manual,135000,6
Suzuki,2011,900000,1000cc,Manual,150000,6
Honda,2019,3850000,660cc,Automatic,32600,6
Honda,2005,1430000,1600cc,Automatic,236000,6
Toyota,2013,6800000,4000cc,Automatic,130000,6
Honda,2006,1300000,1600cc,Automatic,146000,6
Toyota,1996,4300000,3400cc,Automatic,110000,6
Toyota,2017,5550000,1500cc,Automatic,66500,6
Toyota,2015,7250000,2700cc,Automatic,81600,6
Honda,2016,5200000,1500cc,Automatic,45000,2
Toyota,2017,6200000,1800cc,Automatic,26000,6
Audi,2018,15400000,1800cc,Automatic,47000,6
Toyota,2018,4060000,1300cc,Automatic,78000,6
Toyota,2005,8200000,4000cc,Automatic,125000,6
Toyota,2012,2090000,1300cc,Manual,88000,6
MG,2021,7300000,1500cc,Automatic,24000,6
Honda,2009,2575000,1800cc,Automatic,157000,6
Daihatsu,2005,590000,800cc,Manual,107632,6
Toyota,2017,4920000,1500cc,Automatic,187000,2
Toyota,2016,3200000,1600cc,Automatic,77300,6
Toyota,2023,14800000,2400cc,Automatic,1,1
Suzuki,2021,2500000,660cc,Manual,7000,6
Suzuki,2014,1250000,1000cc,Manual,44720,6
Toyota,2007,1410000,1000cc,Automatic,195000,6
